id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
12181	species	Yangia pacifica	1	5	5	5	5	5.00	0.00	[5]
12182	species	Syntrophomonas wolfei	1	3	3	3	3	3.00	0.00	[3]
12183	species	Acinetobacter soli	1	7	7	7	7	7.00	0.00	[7]
12184	species	Mycobacterium sp. MCS	1	2	2	2	2	2.00	0.00	[2]
12185	species	Aureimonas sp. AU20	1	1	1	1	1	1.00	0.00	[1]
12186	species	Flavobacterium crassostreae	1	7	7	7	7	7.00	0.00	[7]
12187	species	Pediococcus acidilactici	5	5	5	5	5	5.00	0.00	[5, 5, 5, 5, 5]
12188	species	Brucella vulpis	1	3	3	3	3	3.00	0.00	[3]
12189	species	Psychrobacter sp. P2G3	1	4	4	4	4	4.00	0.00	[4]
12190	species	Oblitimonas alkaliphila	6	3	5	5	4.5	4.33	0.75	[5, 3, 5, 4, 4, 5]
12191	species	Stenotrophomonas acidaminiphila	2	3	3	3	3.0	3.00	0.00	[3, 3]
12192	species	Lelliottia jeotgali	1	8	8	8	8	8.00	0.00	[8]
12193	species	Ottowia sp. oral taxon 894	1	3	3	3	3	3.00	0.00	[3]
12194	species	Desulfallas gibsoniae	1	8	8	8	8	8.00	0.00	[8]
12195	species	Streptomyces cyaneogriseus	1	6	6	6	6	6.00	0.00	[6]
12196	species	Corynebacterium flavescens	1	5	5	5	5	5.00	0.00	[5]
12197	species	Cronobacter sakazakii	6	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7]
12198	species	Thermococcus sp. EXT12c	1	1	1	1	1	1.00	0.00	[1]
12199	species	Corynebacterium provencense	1	6	6	6	6	6.00	0.00	[6]
12200	species	Bacteroides dorei	1	7	7	7	7	7.00	0.00	[7]
12201	species	Nostoc punctiforme	1	4	4	4	4	4.00	0.00	[4]
12202	species	Natrialba magadii	1	3	3	3	3	3.00	0.00	[3]
12203	species	Enterobacter sp. SA187	1	7	7	7	7	7.00	0.00	[7]
12204	species	Rubrivivax gelatinosus	1	3	3	3	3	3.00	0.00	[3]
12205	species	Burkholderia sp. MSMB0266	1	4	4	4	4	4.00	0.00	[4]
12206	species	Microcystis sp. MC19	1	2	2	2	2	2.00	0.00	[2]
12207	species	Halorubrum trapanicum	1	2	2	2	2	2.00	0.00	[2]
12208	species	Alteromonas sp. Mac1	1	7	7	7	7	7.00	0.00	[7]
12209	species	Bacillus infantis	1	9	9	9	9	9.00	0.00	[9]
12210	species	Aliiarcobacter butzleri	4	5	5	5	5.0	5.00	0.00	[5, 5, 5, 5]
12211	species	Burkholderiales bacterium GJ-E10	1	1	1	1	1	1.00	0.00	[1]
12212	species	Gemmata sp. SH-PL17	1	3	3	3	3	3.00	0.00	[3]
12213	species	Frankia alni	1	2	2	2	2	2.00	0.00	[2]
12214	species	Methylacidiphilum fumariolicum	1	1	1	1	1	1.00	0.00	[1]
12215	species	Methylotenera mobilis	1	2	2	2	2	2.00	0.00	[2]
12216	species	Pseudoalteromonas marina	1	8	8	8	8	8.00	0.00	[8]
12217	species	Lactobacillus plantarum	61	4	5	5	5	4.98	0.13	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
12218	species	Colwellia sp. PAMC 20917	1	6	6	6	6	6.00	0.00	[6]
12219	species	Planococcus rifietoensis	1	9	9	9	9	9.00	0.00	[9]
12220	species	Maricaulis maris	1	2	2	2	2	2.00	0.00	[2]
12221	species	Pseudomonas knackmussii	1	4	4	4	4	4.00	0.00	[4]
12222	species	Polynucleobacter sp. MWH-Creno-4B4	1	1	1	1	1	1.00	0.00	[1]
12223	species	Pediococcus damnosus	5	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4]
12224	species	'Nostoc sp. ''Peltigera membranacea cyanobiont'' N6'	1	4	4	4	4	4.00	0.00	[4]
12225	species	Clostridium acetobutylicum	3	11	11	11	11	11.00	0.00	[11, 11, 11]
12226	species	Pseudomonas brassicacearum	4	5	5	5	5.0	5.00	0.00	[5, 5, 5, 5]
12227	species	Photobacterium damselae	3	15	21	15	15	17.00	2.83	[15, 15, 21]
12228	species	Singulisphaera acidiphila	1	8	8	8	8	8.00	0.00	[8]
12229	species	Streptomyces autolyticus	1	6	6	6	6	6.00	0.00	[6]
12230	species	Alkaliphilus metalliredigens	1	10	10	10	10	10.00	0.00	[10]
12231	species	Dehalobacter sp. DCA	1	3	3	3	3	3.00	0.00	[3]
12232	species	Rhodobacteraceae bacterium	1	3	3	3	3	3.00	0.00	[3]
12233	species	Streptomyces pactum	2	6	6	6	6.0	6.00	0.00	[6, 6]
12234	species	Saccharospirillum mangrovi	1	4	4	4	4	4.00	0.00	[4]
12235	species	Limnohabitans sp. 63ED37-2	1	3	3	3	3	3.00	0.00	[3]
12236	species	Fibrella sp. ES10-3-2-2	1	3	3	3	3	3.00	0.00	[3]
12237	species	Fervidobacterium islandicum	1	2	2	2	2	2.00	0.00	[2]
12238	species	Clostridium novyi	1	10	10	10	10	10.00	0.00	[10]
12239	species	Geminocystis sp. NIES-3709	1	3	3	3	3	3.00	0.00	[3]
12240	species	Hydrogenobaculum sp. SHO	1	2	2	2	2	2.00	0.00	[2]
12241	species	Parvibaculum lavamentivorans	1	1	1	1	1	1.00	0.00	[1]
12242	species	Synechococcus sp. WH 7803	1	2	2	2	2	2.00	0.00	[2]
12243	species	Aeromonas sp. ASNIH7	1	10	10	10	10	10.00	0.00	[10]
12244	species	Bacillus sp. JS	1	10	10	10	10	10.00	0.00	[10]
12245	species	Thioploca ingrica	1	1	1	1	1	1.00	0.00	[1]
12246	species	Lactobacillus zymae	1	5	5	5	5	5.00	0.00	[5]
12247	species	Streptococcus sobrinus	6	6	6	6	6.0	6.00	0.00	[6, 6, 6, 6, 6, 6]
12248	species	Pasteurella dagmatis	1	6	6	6	6	6.00	0.00	[6]
12249	species	Thermotoga sp. RQ7	1	1	1	1	1	1.00	0.00	[1]
12250	species	Spiroplasma turonicum	2	1	1	1	1.0	1.00	0.00	[1, 1]
12251	species	Halothiobacillus sp. LS2	1	2	2	2	2	2.00	0.00	[2]
12252	species	Yersinia intermedia	2	7	7	7	7.0	7.00	0.00	[7, 7]
12253	species	Paracoccus mutanolyticus	1	3	3	3	3	3.00	0.00	[3]
12254	species	Shewanella putrefaciens	3	8	8	8	8	8.00	0.00	[8, 8, 8]
12255	species	Enterobacter cancerogenus	1	8	8	8	8	8.00	0.00	[8]
12256	species	Brucella microti	1	3	3	3	3	3.00	0.00	[3]
12257	species	Staphylococcus kloosii	1	7	7	7	7	7.00	0.00	[7]
12258	species	Christensenella massiliensis	1	3	3	3	3	3.00	0.00	[3]
12259	species	Streptomyces clavuligerus	2	6	6	6	6.0	6.00	0.00	[6, 6]
12260	species	Denitrobacterium detoxificans	1	3	3	3	3	3.00	0.00	[3]
12261	species	Streptomyces sp. Sge12	1	7	7	7	7	7.00	0.00	[7]
12262	species	Mycoplasma bovis	26	1	2	2	2.0	1.85	0.36	[2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2]
12263	species	Campylobacter curvus	1	3	3	3	3	3.00	0.00	[3]
12264	species	Acinetobacter sp. ACNIH2	1	7	7	7	7	7.00	0.00	[7]
12265	species	Runella sp. HYN0085	1	3	3	3	3	3.00	0.00	[3]
12266	species	Winogradskyella sp. PG-2	1	2	2	2	2	2.00	0.00	[2]
12267	species	Bosea sp. RAC05	1	2	2	2	2	2.00	0.00	[2]
12268	species	Thauera sp. MZ1T	1	4	4	4	4	4.00	0.00	[4]
12269	species	Streptomyces sp. CCM_MD2014	1	6	6	6	6	6.00	0.00	[6]
12270	species	Capnocytophaga sp. oral taxon 878	1	4	4	4	4	4.00	0.00	[4]
12271	species	Candidatus Sulcia muelleri	25	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
12272	species	Natrinema sp. J7-2	1	3	3	3	3	3.00	0.00	[3]
12273	species	Janthinobacterium agaricidamnosum	1	1	1	1	1	1.00	0.00	[1]
12274	species	Nocardia seriolae	2	4	4	4	4.0	4.00	0.00	[4, 4]
12275	species	Leptolyngbya sp. PCC 7376	1	2	2	2	2	2.00	0.00	[2]
12276	species	Synechococcus sp. PCC 8807	1	2	2	2	2	2.00	0.00	[2]
12277	species	Mycobacterium paraintracellulare	1	1	1	1	1	1.00	0.00	[1]
12278	species	Virgibacillus halodenitrificans	1	8	8	8	8	8.00	0.00	[8]
12279	species	Rahnella aquatilis	1	7	7	7	7	7.00	0.00	[7]
12280	species	Mesorhizobium oceanicum	1	2	2	2	2	2.00	0.00	[2]
12281	species	Gramella forsetii	1	3	3	3	3	3.00	0.00	[3]
12282	species	Pelosinus fermentans	1	9	9	9	9	9.00	0.00	[9]
12283	species	Methylocella silvestris	1	2	2	2	2	2.00	0.00	[2]
12284	species	Photorhabdus luminescens	1	7	7	7	7	7.00	0.00	[7]
12285	species	Candidatus Nasuia deltocephalinicola	3	1	1	1	1	1.00	0.00	[1, 1, 1]
12286	species	Campylobacter pinnipediorum	5	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3]
12287	species	Methanosphaera sp. BMS	1	2	2	2	2	2.00	0.00	[2]
12288	species	Desulfurivibrio alkaliphilus	1	2	2	2	2	2.00	0.00	[2]
12289	species	Aeromicrobium sp. 592	1	2	2	2	2	2.00	0.00	[2]
12290	species	Candidatus Thioglobus singularis	2	1	1	1	1.0	1.00	0.00	[1, 1]
12291	species	Enterobacteriaceae bacterium strain FGI 57	1	9	9	9	9	9.00	0.00	[9]
12292	species	Burkholderia sp. Bp5365	1	4	4	4	4	4.00	0.00	[4]
12293	species	Elizabethkingia meningoseptica	4	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4]
12294	species	Mycoplasma cynos	1	3	3	3	3	3.00	0.00	[3]
12295	species	Microbacterium aurum	1	1	1	1	1	1.00	0.00	[1]
12296	species	Variibacter gotjawalensis	1	1	1	1	1	1.00	0.00	[1]
12297	species	Streptomyces albus	4	6	7		6.5	6.50	0.50	[7, 6, 7, 6]
12298	species	Candidatus Saccharibacteria oral taxon TM7x	1	1	1	1	1	1.00	0.00	[1]
12299	species	Ornithobacterium rhinotracheale	2	3	3	3	3.0	3.00	0.00	[3, 3]
12300	species	Methanothermus fervidus	1	2	2	2	2	2.00	0.00	[2]
12301	species	Acidianus sulfidivorans	1	1	1	1	1	1.00	0.00	[1]
12302	species	Acinetobacter schindleri	3	6	7	7	7	6.67	0.47	[6, 7, 7]
12303	species	Pantoea calida	1	7	7	7	7	7.00	0.00	[7]
12304	species	Pseudomonas syringae group genomosp. 3	3	5	5	5	5	5.00	0.00	[5, 5, 5]
12305	species	Capnocytophaga stomatis	1	3	3	3	3	3.00	0.00	[3]
12306	species	Entomoplasma melaleucae	1	2	2	2	2	2.00	0.00	[2]
12307	species	Exiguobacterium sp. U13-1	1	9	9	9	9	9.00	0.00	[9]
12308	species	Kangiella profundi	1	2	2	2	2	2.00	0.00	[2]
12309	species	Pseudonocardia sp. HH130629-09	1	3	3	3	3	3.00	0.00	[3]
12310	species	Anoxybacillus sp. B2M1	1	9	9	9	9	9.00	0.00	[9]
12311	species	Flavobacterium johnsoniae	2	5	6		5.5	5.50	0.50	[6, 5]
12312	species	Candidatus Doolittlea endobia	1	1	1	1	1	1.00	0.00	[1]
12313	species	Devosia sp. I507	1	2	2	2	2	2.00	0.00	[2]
12314	species	Pseudomonas sp. phDV1	1	4	4	4	4	4.00	0.00	[4]
12315	species	Salinicoccus halodurans	1	4	4	4	4	4.00	0.00	[4]
12316	species	Pseudomonas furukawaii	1	5	5	5	5	5.00	0.00	[5]
12317	species	Candidatus Tachikawaea gelatinosa	1	3	3	3	3	3.00	0.00	[3]
12318	species	Francisella noatunensis	8	1	3	3	3.0	2.62	0.70	[1, 3, 3, 3, 3, 3, 2, 3]
12319	species	Oligotropha carboxidovorans	3	1	1	1	1	1.00	0.00	[1, 1, 1]
12320	species	Erythrobacter seohaensis	1	1	1	1	1	1.00	0.00	[1]
12321	species	Collimonas arenae	3	3	3	3	3	3.00	0.00	[3, 3, 3]
12322	species	Candidatus Cardinium hertigii	1	1	1	1	1	1.00	0.00	[1]
12323	species	Clostridium sp. SY8519	1	4	4	4	4	4.00	0.00	[4]
12324	species	Methylobacterium nodulans	1	7	7	7	7	7.00	0.00	[7]
12325	species	Rhodovulum sp. MB263	1	3	3	3	3	3.00	0.00	[3]
12326	species	Wenyingzhuangia fucanilytica	1	4	4	4	4	4.00	0.00	[4]
12327	species	Lactobacillus acetotolerans	1	4	4	4	4	4.00	0.00	[4]
12328	species	Streptococcus suis	39	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
12329	species	Clostridium butyricum	4	8	12		10.0	10.00	1.58	[11, 9, 8, 12]
12330	species	Olleya aquimaris	1	4	4	4	4	4.00	0.00	[4]
12331	species	Erythrobacter gangjinensis	1	1	1	1	1	1.00	0.00	[1]
12332	species	Dietzia lutea	1	4	4	4	4	4.00	0.00	[4]
12333	species	Leptospirillum ferriphilum	2	2	2	2	2.0	2.00	0.00	[2, 2]
12334	species	Paracoccus zhejiangensis	1	2	2	2	2	2.00	0.00	[2]
12335	species	Paraburkholderia sp. SOS3	1	4	4	4	4	4.00	0.00	[4]
12336	species	Paraburkholderia sprentiae	1	7	7	7	7	7.00	0.00	[7]
12337	species	Leadbetterella byssophila	1	3	3	3	3	3.00	0.00	[3]
12338	species	Shewanella sp. FDAARGOS_354	1	9	9	9	9	9.00	0.00	[9]
12339	species	Chlamydia abortus	6	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1]
12340	species	Aciduliprofundum boonei	1	1	1	1	1	1.00	0.00	[1]
12341	species	Streptomyces xiamenensis	1	5	5	5	5	5.00	0.00	[5]
12342	species	Streptomyces cattleya	2	6	6	6	6.0	6.00	0.00	[6, 6]
12343	species	Actinoalloteichus sp. GBA129-24	1	3	3	3	3	3.00	0.00	[3]
12344	species	Rickettsia bellii	3	1	1	1	1	1.00	0.00	[1, 1, 1]
12345	species	Campylobacter cuniculorum	1	2	2	2	2	2.00	0.00	[2]
12346	species	Xenorhabdus poinarii	1	7	7	7	7	7.00	0.00	[7]
12347	species	Campylobacter sp. RM12175	1	3	3	3	3	3.00	0.00	[3]
12348	species	Lactobacillus farciminis	1	4	4	4	4	4.00	0.00	[4]
12349	species	Campylobacter sp. RM8964	1	3	3	3	3	3.00	0.00	[3]
12350	species	Kozakia baliensis	2	5	5	5	5.0	5.00	0.00	[5, 5]
12351	species	Natronolimnobius sp. AArc1	1	3	3	3	3	3.00	0.00	[3]
12352	species	Chryseobacterium piperi	1	5	5	5	5	5.00	0.00	[5]
12353	species	Sulfurovum lithotrophicum	1	3	3	3	3	3.00	0.00	[3]
12354	species	Prosthecochloris aestuarii	1	1	1	1	1	1.00	0.00	[1]
12355	species	Solibacillus silvestris	2	12	12	12	12.0	12.00	0.00	[12, 12]
12356	species	Bacillus cytotoxicus	11	12	13	13	13	12.91	0.29	[13, 13, 13, 13, 12, 13, 13, 13, 13, 13, 13]
12357	species	Bacillus sp. IHB B 7164	1	14	14	14	14	14.00	0.00	[14]
12358	species	Acholeplasma brassicae	1	4	4	4	4	4.00	0.00	[4]
12359	species	Actinobacteria bacterium IMCC25003	1	1	1	1	1	1.00	0.00	[1]
12360	species	Anabaena cylindrica	1	4	4	4	4	4.00	0.00	[4]
12361	species	Geobacter metallireducens	1	2	2	2	2	2.00	0.00	[2]
12362	species	Lactobacillus sp. D1501	1	5	5	5	5	5.00	0.00	[5]
12363	species	Thioalkalivibrio versutus	1	1	1	1	1	1.00	0.00	[1]
12364	species	Streptomyces violaceusniger	1	6	6	6	6	6.00	0.00	[6]
12365	species	Candidatus Phycorickettsia trachydisci	1	1	1	1	1	1.00	0.00	[1]
12366	species	Sorangium cellulosum	3	4	4	4	4	4.00	0.00	[4, 4, 4]
12367	species	Phyllobacterium zundukense	1	3	3	3	3	3.00	0.00	[3]
12368	species	Candidatus Methanoplasma termitum	1	1	1	1	1	1.00	0.00	[1]
12369	species	Rhodobacter sp. LPB0142	1	3	3	3	3	3.00	0.00	[3]
12370	species	Saccharopolyspora erythraea	1	4	4	4	4	4.00	0.00	[4]
12371	species	Bacillus pumilus	8	7	8	8	8.0	7.88	0.33	[7, 8, 8, 8, 8, 8, 8, 8]
12372	species	Acholeplasma oculi	1	2	2	2	2	2.00	0.00	[2]
12373	species	Calothrix sp. NIES-3974	1	3	3	3	3	3.00	0.00	[3]
12374	species	Nitrosococcus halophilus	1	2	2	2	2	2.00	0.00	[2]
12375	species	Rickettsia massiliae	1	1	1	1	1	1.00	0.00	[1]
12376	species	Paenibacillus sp. FSL H7-0357	1	9	9	9	9	9.00	0.00	[9]
12377	species	Staphylococcus xylosus	4	4	7	7	6.5	6.00	1.22	[4, 7, 6, 7]
12378	species	Candidatus Midichloria mitochondrii	1	1	1	1	1	1.00	0.00	[1]
12379	species	Escherichia fergusonii	1	7	7	7	7	7.00	0.00	[7]
12380	species	Mycolicibacterium smegmatis	7	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
12381	species	Rhodobacter capsulatus	1	4	4	4	4	4.00	0.00	[4]
12382	species	Aminobacter sp. MSH1	2	2	2	2	2.0	2.00	0.00	[2, 2]
12383	species	Leptospira interrogans	14	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
12384	species	Enterobacter cloacae complex sp. ECNIH7	1	8	8	8	8	8.00	0.00	[8]
12385	species	Methanobrevibacter smithii	2	2	2	2	2.0	2.00	0.00	[2, 2]
12386	species	Sphingorhabdus sp. M41	1	2	2	2	2	2.00	0.00	[2]
12387	species	Xanthomonas phaseoli	3	2	2	2	2	2.00	0.00	[2, 2, 2]
12388	species	Candidatus Desulfovibrio trichonymphae	1	2	2	2	2	2.00	0.00	[2]
12389	species	Hoyosella subflava	1	3	3	3	3	3.00	0.00	[3]
12390	species	Sphingobium sp. TKS	1	3	3	3	3	3.00	0.00	[3]
12391	species	Erythrobacter sp. YH-07	1	2	2	2	2	2.00	0.00	[2]
12392	species	Methylovorus sp. MP688	1	2	2	2	2	2.00	0.00	[2]
12393	species	Enterobacter sp. R4-368	1	10	10	10	10	10.00	0.00	[10]
12394	species	Bacillus altitudinis	4	7	8	8	8.0	7.75	0.43	[7, 8, 8, 8]
12395	species	Bacteroides caecimuris	1	5	5	5	5	5.00	0.00	[5]
12396	species	Shewanella oneidensis	1	9	9	9	9	9.00	0.00	[9]
12397	species	Yersinia pseudotuberculosis	14	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
12398	species	Methylobacterium phyllosphaerae	1	4	4	4	4	4.00	0.00	[4]
12399	species	Actinosynnema mirum	1	5	5	5	5	5.00	0.00	[5]
12400	species	Azotobacter chroococcum	2	6	6	6	6.0	6.00	0.00	[6, 6]
12401	species	Starkeya novella	1	1	1	1	1	1.00	0.00	[1]
12402	species	Halorientalis sp. IM1011	1	2	2	2	2	2.00	0.00	[2]
12403	species	Pseudoalteromonas nigrifaciens	1	9	9	9	9	9.00	0.00	[9]
12404	species	Actinopolyspora erythraea	1	5	5	5	5	5.00	0.00	[5]
12405	species	Methanosphaera stadtmanae	1	4	4	4	4	4.00	0.00	[4]
12406	species	Microbulbifer aggregans	1	4	4	4	4	4.00	0.00	[4]
12407	species	Nitrosococcus oceani	1	2	2	2	2	2.00	0.00	[2]
12408	species	Deinococcus sp. NW-56	1	3	3	3	3	3.00	0.00	[3]
12409	species	Corynebacterium sp. NML98-0116	1	4	4	4	4	4.00	0.00	[4]
12410	species	Paeniclostridium sordellii	1	17	17	17	17	17.00	0.00	[17]
12411	species	Cronobacter muytjensii	1	7	7	7	7	7.00	0.00	[7]
12412	species	Thioclava nitratireducens	1	3	3	3	3	3.00	0.00	[3]
12413	species	Paracoccus yeei	2	3	3	3	3.0	3.00	0.00	[3, 3]
12414	species	Spiribacter salinus	1	1	1	1	1	1.00	0.00	[1]
12415	species	Akkermansia glycaniphila	1	3	3	3	3	3.00	0.00	[3]
12416	species	Pseudoalteromonas arctica	1	9	9	9	9	9.00	0.00	[9]
12417	species	Paraburkholderia aromaticivorans	1	6	6	6	6	6.00	0.00	[6]
12418	species	Paraburkholderia fungorum	1	6	6	6	6	6.00	0.00	[6]
12419	species	Streptomyces violaceoruber	1	6	6	6	6	6.00	0.00	[6]
12420	species	Pseudodesulfovibrio profundus	1	3	3	3	3	3.00	0.00	[3]
12421	species	Azoarcus sp. CIB	1	4	4	4	4	4.00	0.00	[4]
12422	species	Listeria weihenstephanensis	1	6	6	6	6	6.00	0.00	[6]
12423	species	Staphylococcus condimenti	2	5	6		5.5	5.50	0.50	[6, 5]
12424	species	Laribacter hongkongensis	2	7	7	7	7.0	7.00	0.00	[7, 7]
12425	species	Roseibacterium elongatum	1	2	2	2	2	2.00	0.00	[2]
12426	species	Gemella sp. ND 6198	1	4	4	4	4	4.00	0.00	[4]
12427	species	Rickettsia endosymbiont of Bemisia tabaci	1	1	1	1	1	1.00	0.00	[1]
12428	species	Porphyromonas asaccharolytica	1	2	2	2	2	2.00	0.00	[2]
12429	species	Edwardsiella sp. LADL05-105	1	9	9	9	9	9.00	0.00	[9]
12430	species	Thermococcus barossii	1	1	1	1	1	1.00	0.00	[1]
12431	species	Prevotella enoeca	1	3	3	3	3	3.00	0.00	[3]
12432	species	Dietzia sp. oral taxon 368	1	4	4	4	4	4.00	0.00	[4]
12433	species	Shewanella pealeana	1	11	11	11	11	11.00	0.00	[11]
12434	species	Vibrio alfacsensis	1	11	11	11	11	11.00	0.00	[11]
12435	species	Waddlia chondrophila	1	2	2	2	2	2.00	0.00	[2]
12436	species	Oceanimonas sp. GK1	1	7	7	7	7	7.00	0.00	[7]
12437	species	Haloplanus sp. CBA1113	1	2	2	2	2	2.00	0.00	[2]
12438	species	Burkholderia latens	1	6	6	6	6	6.00	0.00	[6]
12439	species	Burkholderia sp. JP2-270	1	6	6	6	6	6.00	0.00	[6]
12440	species	Candidatus Paracaedibacter acanthamoebae	1	2	2	2	2	2.00	0.00	[2]
12441	species	Dickeya sp. Secpp 1600	1	7	7	7	7	7.00	0.00	[7]
12442	species	Clostridium tetani	2	4	6		5.0	5.00	1.00	[6, 4]
12443	species	Sulfurospirillum multivorans	1	2	2	2	2	2.00	0.00	[2]
12444	species	Moraxella osloensis	6	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4]
12445	species	Helicobacter hepaticus	1	1	1	1	1	1.00	0.00	[1]
12446	species	Sulfurihydrogenibium azorense	1	2	2	2	2	2.00	0.00	[2]
12447	species	Micromonospora aurantiaca	2	3	3	3	3.0	3.00	0.00	[3, 3]
12448	species	Mariprofundus aestuarium	1	2	2	2	2	2.00	0.00	[2]
12449	species	Anaplasma phagocytophilum	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
12450	species	Caldicellulosiruptor kristjanssonii	1	3	3	3	3	3.00	0.00	[3]
12451	species	Lactobacillus heilongjiangensis	1	4	4	4	4	4.00	0.00	[4]
12452	species	Komagataeibacter europaeus	2	4	5		4.5	4.50	0.50	[4, 5]
12453	species	Brevundimonas naejangsanensis	1	2	2	2	2	2.00	0.00	[2]
12454	species	Pantoea sp. At-9b	1	7	7	7	7	7.00	0.00	[7]
12455	species	Sphingomonas sanxanigenens	1	3	3	3	3	3.00	0.00	[3]
12456	species	Mycobacterium avium	18	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
12457	species	Tenacibaculum todarodis	1	3	3	3	3	3.00	0.00	[3]
12458	species	Sphingopyxis fribergensis	1	1	1	1	1	1.00	0.00	[1]
12459	species	Mesoplasma tabanidae	1	2	2	2	2	2.00	0.00	[2]
12460	species	Synechocystis sp. PCC 6714	1	2	2	2	2	2.00	0.00	[2]
12461	species	Ndongobacter massiliensis	1	3	3	3	3	3.00	0.00	[3]
12462	species	Nostoc sp. CENA543	1	5	5	5	5	5.00	0.00	[5]
12463	species	Thermotoga sp. RQ2	1	1	1	1	1	1.00	0.00	[1]
12464	species	Candidatus Fonsibacter ubiquis	1	1	1	1	1	1.00	0.00	[1]
12465	species	Streptomyces sp. ZFG47	1	6	6	6	6	6.00	0.00	[6]
12466	species	Marivivens sp. JLT3646	1	3	3	3	3	3.00	0.00	[3]
12467	species	Pedobacter cryoconitis	1	6	6	6	6	6.00	0.00	[6]
12468	species	Desulfotomaculum ruminis	1	5	5	5	5	5.00	0.00	[5]
12469	species	Leuconostoc suionicum	2	3	4		3.5	3.50	0.50	[4, 3]
12470	species	Streptomyces nigra	1	6	6	6	6	6.00	0.00	[6]
12471	species	Bradyrhizobium diazoefficiens	5	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1]
12472	species	Burkholderia mallei	28	3	5	4	4.0	3.96	0.33	[4, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
12473	species	Bacillus coagulans	8	6	10	10	10.0	9.25	1.30	[10, 9, 10, 6, 10, 10, 10, 9]
12474	species	Vibrio anguillarum	13	7	10		9	8.69	1.14	[7, 7, 8, 10, 7, 9, 10, 10, 9, 9, 8, 10, 9]
12475	species	Pseudomonas protegens	6	5	5	5	5.0	5.00	0.00	[5, 5, 5, 5, 5, 5]
12476	species	Streptomyces sp. SAT1	1	6	6	6	6	6.00	0.00	[6]
12477	species	Candidatus Izimaplasma sp. HR1	1	1	1	1	1	1.00	0.00	[1]
12478	species	Wolbachia endosymbiont of Onchocerca volvulus	1	1	1	1	1	1.00	0.00	[1]
12479	species	Methylococcus capsulatus	1	2	2	2	2	2.00	0.00	[2]
12480	species	Psychrobacter sp. DAB_AL43B	1	4	4	4	4	4.00	0.00	[4]
12481	species	Gemella morbillorum	1	4	4	4	4	4.00	0.00	[4]
12482	species	Magnetospira sp. QH-2	1	2	2	2	2	2.00	0.00	[2]
12483	species	Pseudonocardia sp. EC080610-09	1	4	4	4	4	4.00	0.00	[4]
12484	species	Ochrobactrum pseudogrignonense	1	5	5	5	5	5.00	0.00	[5]
12485	species	Sporosarcina sp. PTS2304	1	9	9	9	9	9.00	0.00	[9]
12486	species	Rufibacter sp. DG15C	1	3	3	3	3	3.00	0.00	[3]
12487	species	Pseudomonas sp. StFLB209	1	6	6	6	6	6.00	0.00	[6]
12488	species	Geobacillus thermocatenulatus	1	10	10	10	10	10.00	0.00	[10]
12489	species	Simonsiella muelleri	1	5	5	5	5	5.00	0.00	[5]
12490	species	Kangiella koreensis	1	2	2	2	2	2.00	0.00	[2]
12491	species	Dehalococcoides mccartyi	23	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
12492	species	Synechococcus sp. WH 8103	1	2	2	2	2	2.00	0.00	[2]
